engine_hours,fuel_used,load_cycles,idling_time,seatbelt_status,safety_alert
2703.3,4.1,18,13.0,1,0
4598.4,7.2,10,8.1,1,0
4031.4,3.5,14,11.7,1,0
3888.4,6.5,16,20.2,1,0
3875.4,5.1,15,20.7,1,0
981.6,5.3,15,0.3,1,0
433.0,4.5,13,3.1,1,0
2285.1,3.3,9,7.6,1,0
266.8,5.7,5,28.2,1,0
3317.4,7.0,14,19.1,1,0
3569.6,2.7,18,18.1,1,0
1942.2,6.6,15,17.0,1,0
4839.1,7.4,16,5.5,1,0
1543.4,6.0,6,19.2,1,0
4621.2,3.7,11,20.8,1,0
3371.1,6.6,9,4.9,1,0
462.6,6.7,11,11.7,1,0
4980.2,3.5,18,7.9,1,0
2258.8,5.0,19,6.0,1,0
2023.9,5.9,6,4.3,1,0
3866.7,3.3,15,3.2,1,0
2263.8,3.6,5,2.2,1,0
2899.6,3.5,12,0.6,1,0
2538.7,5.9,5,28.0,1,0
3356.6,3.6,16,9.9,1,0
2017.5,2.0,16,28.2,1,0
2504.3,4.6,18,21.8,1,0
4080.2,2.4,8,0.1,1,0
4775.4,6.9,12,3.6,1,0
2723.0,7.9,10,20.5,1,0
2063.0,5.8,15,2.7,1,0
2719.7,7.8,6,25.2,1,0
3826.2,3.7,8,5.3,1,0
292.7,4.3,8,9.0,1,0
2011.5,2.6,16,10.8,1,0
515.8,5.8,16,5.7,1,0
274.9,2.2,14,7.2,1,0
2005.0,6.8,15,9.2,1,0
2716.3,7.0,12,29.0,1,0
180.4,4.0,10,23.6,1,0
309.8,2.7,17,19.6,1,0
2663.3,7.6,18,26.2,1,0
829.9,5.5,19,2.2,1,0
3703.8,4.9,5,14.1,1,0
4598.3,2.3,16,19.5,1,0
170.4,5.8,19,9.2,1,0
3989.1,4.7,7,25.1,1,0
413.4,6.9,6,14.9,1,0
4016.0,3.3,17,6.1,1,0
1753.0,7.0,16,20.4,1,0
1688.8,7.9,14,16.4,1,0
1675.8,7.8,8,22.9,1,0
3006.1,4.0,6,8.2,1,0
3812.0,3.0,10,16.6,1,0
2249.4,7.6,5,4.0,1,0
3976.2,5.8,11,23.3,1,0
176.6,4.9,5,0.2,1,0
4638.1,6.2,14,26.6,1,0
2139.5,6.8,17,14.3,1,0
721.8,2.9,9,15.7,1,0
2119.0,7.6,14,20.8,1,0
3021.7,6.3,14,28.5,1,0
3173.2,6.7,10,12.6,1,0
2832.8,3.2,13,29.3,1,0
3132.7,7.2,13,15.2,1,0
2374.7,5.8,8,8.3,1,0
1049.2,6.8,15,25.3,1,0
4566.3,5.0,7,20.1,1,0
311.3,5.9,9,6.3,1,0
1331.8,5.7,19,22.8,1,0
312.3,6.4,19,16.1,1,0
874.4,2.2,13,3.5,1,0
4485.9,6.3,14,17.4,1,0
2153.4,6.5,19,9.8,1,0
3917.0,4.0,6,7.1,1,0
2121.7,3.2,19,6.6,1,0
2407.9,4.9,19,13.1,1,0
1159.2,5.7,7,11.6,1,0
768.4,6.3,15,10.8,1,0
1421.5,4.0,5,20.8,1,0
392.3,2.8,18,14.0,1,0
2149.3,6.6,8,26.6,1,0
3057.8,6.7,15,28.6,1,0
4537.3,5.5,13,25.7,1,0
523.7,7.1,12,25.9,1,0
1160.6,4.8,12,8.4,1,0
3677.1,6.4,8,7.4,1,0
2227.8,3.3,19,17.8,1,0
830.0,5.4,5,12.5,1,0
316.7,7.9,16,23.1,1,0
264.7,5.2,12,24.3,1,0
3513.6,2.6,12,7.2,1,0
2836.6,2.1,16,12.2,1,0
1168.2,4.2,8,19.4,1,0
544.6,4.9,9,4.9,1,0
2350.5,5.4,14,0.7,1,0
2328.7,6.6,18,21.1,1,0
1006.2,7.2,15,13.9,1,0
3203.7,7.2,6,11.5,1,0
3484.7,5.2,9,12.8,1,0
1422.0,7.7,13,17.3,1,0
1115.0,6.1,14,26.4,1,0
3705.2,2.3,19,20.2,1,0
4451.1,2.7,10,14.0,1,0
300.3,4.2,15,16.8,1,0
428.3,6.3,8,4.2,1,0
1741.2,5.2,15,14.4,1,0
4701.8,5.5,16,6.3,1,0
3750.6,3.4,10,26.9,1,0
2567.5,4.5,5,1.9,1,0
1791.6,4.9,13,24.9,1,0
2403.8,5.2,18,16.0,1,0
1532.1,5.7,17,20.2,1,0
3496.8,7.9,19,2.0,1,0
4470.3,4.7,6,11.7,1,0
976.2,7.7,6,3.3,1,0
1452.1,6.2,12,4.5,1,0
1100.9,7.7,5,8.8,1,0
4850.9,5.2,7,14.2,1,0
2158.6,6.4,5,8.7,1,0
408.5,7.2,8,25.0,1,0
2646.1,4.0,14,10.3,1,0
3265.7,4.0,14,20.0,1,0
2697.8,5.3,12,9.1,1,0
746.6,6.7,7,23.7,1,0
1211.2,4.2,9,23.1,1,0
331.9,4.1,12,28.7,1,0
3131.3,3.0,13,8.6,1,0
4868.7,7.0,16,27.1,1,0
3992.8,3.0,6,1.2,1,0
1651.5,2.8,9,11.1,1,0
1105.3,6.2,15,9.5,1,0
1784.9,4.2,13,29.3,1,0
2714.9,2.7,5,12.1,1,0
2547.1,2.9,12,27.8,1,0
864.7,7.8,13,29.3,1,0
1723.3,6.2,12,26.9,1,0
4851.1,6.5,14,20.0,1,0
4017.9,6.4,19,13.3,1,0
3476.8,6.4,19,1.2,1,0
3422.2,2.7,5,12.0,1,0
4220.3,4.7,6,9.8,1,0
3079.9,3.2,13,6.7,1,0
4684.8,3.7,5,2.5,1,0
4262.3,6.1,6,29.3,1,0
2032.7,4.9,14,18.2,1,0
4722.7,7.5,10,11.9,1,0
3608.2,4.6,11,11.2,1,0
1494.8,4.1,12,26.2,1,0
529.2,6.4,12,22.2,1,0
2136.5,4.7,7,24.2,1,0
4854.8,4.5,19,12.4,1,0
4194.0,5.6,7,6.2,1,0
2425.6,7.2,10,2.0,1,0
4804.5,6.5,6,0.2,1,0
3230.1,3.6,7,16.7,1,0
3580.2,6.5,7,6.0,1,0
4178.2,3.7,12,1.3,1,0
4148.6,7.0,9,14.8,1,0
3725.3,3.3,17,0.1,1,0
1387.1,7.7,18,19.1,1,0
708.5,6.0,9,12.5,1,0
2510.2,6.1,8,0.9,1,0
3847.1,5.0,6,18.0,1,0
1872.6,4.9,11,26.1,1,0
3177.2,4.9,16,24.5,1,0
1928.7,6.4,5,25.4,1,0
898.0,2.4,10,13.8,1,0
3497.1,4.1,5,8.2,1,0
2155.6,7.5,10,1.5,1,0
1529.2,5.8,6,15.4,1,0
3855.6,3.1,6,18.0,1,0
919.0,3.9,10,24.8,1,0
3456.3,3.8,15,20.9,1,0
1876.4,5.2,10,24.7,1,0
163.2,5.1,10,23.4,1,0
2118.8,7.5,7,3.1,1,0
857.3,3.3,8,23.9,1,0
2837.4,6.1,13,25.4,1,0
3591.5,6.2,17,3.4,1,0
2356.4,2.5,18,3.9,1,0
185.2,4.1,16,10.9,1,0
4103.5,7.3,14,15.7,1,0
4853.5,3.0,9,0.9,1,0
4091.4,3.3,18,20.8,1,0
3471.4,3.8,8,3.9,1,0
485.2,6.1,17,3.4,1,0
192.2,4.9,11,1.3,1,0
628.3,6.8,13,17.8,1,0
2398.5,7.5,5,2.0,1,0
3371.2,6.5,17,3.7,1,0
3048.8,5.5,8,5.5,1,0
1822.5,2.5,18,22.4,1,0
1459.1,5.5,10,4.8,1,0
2553.1,6.4,8,15.1,1,0
434.9,6.9,17,0.4,1,0
1163.3,3.1,9,5.2,1,0
3794.7,2.0,16,3.0,1,0
1148.7,5.0,16,14.2,1,0
3520.9,3.1,15,28.7,1,0
986.2,4.1,11,12.7,1,0
2619.8,4.4,17,29.5,1,0
705.7,2.7,7,14.9,1,0
1870.1,3.7,16,1.2,1,0
1707.8,2.7,9,13.7,1,0
3707.3,6.1,18,13.3,1,0
2814.2,3.7,18,12.8,1,0
4298.2,7.4,17,14.3,1,0
3427.7,3.1,15,14.7,1,0
615.3,4.6,15,20.3,1,0
684.2,4.4,16,17.7,1,0
598.4,7.6,7,1.9,1,0
4878.5,4.0,14,25.3,1,0
2081.0,3.4,11,21.8,1,0
1464.7,6.3,14,17.8,1,0
3805.9,6.8,11,10.7,1,0
3366.7,7.7,12,15.3,1,0
822.1,4.7,6,7.5,1,0
2536.6,5.8,7,0.9,1,0
3715.2,7.0,12,20.3,1,0
4863.2,4.3,15,9.8,1,0
1583.5,5.7,17,2.3,1,0
3782.9,6.6,17,14.0,1,0
1538.5,5.0,13,7.8,1,0
1783.7,7.2,13,0.5,1,0
3843.4,7.9,19,27.4,1,0
1979.8,3.9,11,13.3,1,0
276.3,3.1,15,25.8,1,0
1584.9,6.2,12,12.9,1,0
1631.1,4.3,17,3.3,1,0
3407.6,6.0,15,16.2,1,0
2402.1,5.4,7,15.2,1,0
2017.8,5.0,11,18.5,1,0
1828.5,7.9,10,1.8,1,0
2993.3,2.8,10,10.5,1,0
3736.1,2.2,19,18.8,1,0
1964.8,4.6,10,12.4,1,0
376.6,3.5,8,19.4,1,0
3003.4,7.5,6,26.1,1,0
660.9,3.0,13,9.8,1,0
2358.5,7.2,14,15.4,1,0
2163.7,2.1,12,17.6,1,0
4930.2,4.3,11,9.7,1,0
578.9,4.9,16,20.3,1,0
1746.2,5.0,17,20.0,1,0
916.5,3.8,11,6.1,1,0
3213.7,7.8,6,25.2,1,0
2725.6,3.7,5,8.9,1,0
2910.3,6.8,14,22.3,1,0
550.6,7.1,6,17.8,1,0
1439.5,5.4,13,14.3,1,0
1127.7,6.8,15,24.7,1,0
2572.7,3.8,15,16.2,1,0
1080.4,4.4,14,15.5,1,0
3390.6,5.3,19,0.6,1,0
3546.3,7.2,14,15.0,1,0
3338.0,6.9,12,8.0,1,0
3225.8,6.9,18,23.1,1,0
2225.2,5.4,15,1.8,1,0
1083.2,4.8,8,4.5,1,0
3458.0,3.8,11,12.3,1,0
4314.9,7.5,15,6.1,1,0
2120.9,6.9,15,4.8,1,0
3465.6,3.4,8,3.4,1,0
1040.4,3.5,18,9.3,1,0
2478.4,7.9,11,19.4,1,0
281.3,3.0,7,0.9,1,0
3969.4,3.7,13,5.3,1,0
4277.4,7.8,12,23.5,1,0
371.1,7.4,10,18.0,1,0
4349.1,7.4,11,26.9,1,0
3391.2,7.3,11,28.3,1,0
3648.7,2.8,6,17.1,1,0
2551.2,2.7,15,24.9,1,0
4753.4,7.6,9,14.9,1,0
542.2,5.6,17,24.2,1,0
1713.5,5.5,11,24.2,1,0
3745.4,7.6,8,4.3,1,0
958.3,7.8,12,12.3,1,0
4328.2,2.3,13,11.2,1,0
4748.7,3.9,11,14.2,1,0
1307.1,3.7,17,28.1,1,0
1878.7,6.3,18,9.2,1,0
3262.4,7.4,5,25.2,1,0
3344.9,7.6,16,27.5,1,0
3390.8,3.5,11,9.3,1,0
4796.6,4.2,17,20.6,1,0
2721.1,3.4,12,11.7,1,0
4558.0,4.4,19,7.7,1,0
542.2,6.9,8,8.9,1,0
4311.1,3.0,12,18.9,1,0
4409.4,6.6,11,23.7,1,0
1442.8,2.5,17,28.2,1,0
2408.3,4.5,18,10.0,1,0
2169.6,7.5,6,24.7,1,0
3522.6,5.0,10,12.6,1,0
3673.2,5.3,10,13.6,1,0
234.0,2.3,15,5.5,1,0
2272.7,5.8,5,12.0,1,0
3178.7,3.9,6,3.3,1,0
1323.1,6.3,17,24.9,1,0
3839.5,7.1,15,12.3,1,0
4703.1,4.7,18,22.1,1,0
1377.3,6.1,18,9.8,1,0
1480.8,2.5,10,5.5,1,0
4394.3,7.7,19,17.1,1,0
201.6,2.1,13,19.4,1,0
3170.5,7.4,12,5.9,1,0
3536.2,3.0,11,18.5,1,0
3041.9,2.9,10,5.1,1,0
2879.5,2.1,13,13.1,1,0
4607.9,4.7,15,14.8,1,0
1200.0,3.2,18,24.4,1,0
1404.4,6.5,11,3.9,1,0
4296.1,5.6,18,8.5,1,0
3418.2,4.5,11,23.8,1,0
241.0,7.9,8,18.5,1,0
4545.9,4.2,15,19.4,1,0
520.1,4.8,18,9.7,1,0
3495.8,6.1,16,11.5,1,0
2174.1,5.6,6,2.9,1,0
387.9,4.0,8,14.1,1,0
1836.1,5.6,15,29.0,1,0
3031.3,6.5,5,0.2,1,0
2572.3,4.3,11,20.1,1,0
748.0,7.4,5,17.4,1,0
1375.4,5.0,19,10.2,1,0
2393.6,2.5,16,15.9,1,0
794.8,2.7,5,29.4,1,0
2546.1,7.8,9,22.4,1,0
4638.6,3.7,19,7.9,1,0
4165.0,7.6,13,9.4,1,0
4474.1,3.9,12,22.9,1,0
841.2,7.1,15,19.1,1,0
2255.9,3.1,5,6.9,1,0
275.7,3.6,16,14.0,1,0
668.5,7.4,12,1.2,1,0
1846.9,6.3,12,13.7,1,0
651.2,6.3,7,3.7,1,0
558.5,7.2,7,25.0,1,0
3774.7,6.9,14,26.7,1,0
2969.8,5.5,5,15.8,1,0
2896.9,4.5,6,7.4,1,0
2540.7,2.6,10,0.8,1,0
3438.4,6.1,11,11.2,1,0
4652.8,2.6,10,4.6,1,0
497.2,7.0,15,14.4,1,0
3178.9,3.6,15,0.2,1,0
4851.9,5.9,12,9.7,1,0
3684.6,6.4,17,17.1,1,0
1135.7,2.3,15,8.5,1,0
4010.9,6.5,13,28.6,1,0
1968.8,4.4,7,7.2,1,0
3877.3,4.4,5,25.6,1,0
898.4,6.7,9,19.4,1,0
4776.7,2.9,9,14.7,1,0
2218.6,6.8,9,27.1,1,0
3057.2,4.2,6,25.0,1,0
2612.0,4.9,19,11.6,1,0
1415.5,5.6,6,22.7,1,0
4073.9,5.7,11,18.9,1,0
555.4,5.1,12,20.3,1,0
3273.3,6.3,19,14.9,1,0
3184.8,5.1,9,14.0,1,0
488.0,6.8,9,4.5,1,0
726.2,7.4,18,7.5,1,0
2195.9,5.4,13,2.3,1,0
321.0,2.6,11,12.4,1,0
2376.8,6.3,18,7.6,1,0
1348.8,2.5,13,0.5,1,0
3728.5,4.8,17,5.5,1,0
2025.5,2.5,19,21.1,1,0
1638.3,6.3,17,20.1,1,0
3156.7,3.6,19,26.1,1,0
1017.2,3.1,16,29.5,1,0
1370.7,6.0,11,16.0,1,0
128.7,2.7,7,19.7,1,0
2354.8,4.4,15,29.0,1,0
3049.2,4.9,14,24.4,1,0
3122.0,6.1,16,20.3,1,0
4042.7,2.5,7,0.4,1,0
648.4,2.1,8,25.8,1,0
1125.2,5.9,15,7.3,1,0
4226.2,7.1,13,5.7,1,0
1574.5,4.8,12,12.7,1,0
670.6,7.4,16,21.1,1,0
4822.9,4.8,18,13.5,1,0
1288.9,3.8,18,25.0,1,0
349.5,2.0,15,25.4,1,0
2215.8,4.5,12,22.1,1,0
3019.6,5.3,9,1.1,1,0
2058.4,5.1,16,18.3,1,0
3425.5,6.9,12,7.0,1,0
397.5,2.1,14,9.5,1,0
411.2,7.4,11,26.7,1,0
673.0,5.7,15,10.4,1,0
3517.8,2.1,9,21.8,1,0
2399.3,4.6,13,6.6,1,0
4554.4,4.0,14,25.6,1,0
3604.5,4.8,19,8.8,1,0
3585.8,7.8,18,28.2,1,0
3297.3,4.2,12,24.0,1,0
4238.2,5.7,9,20.7,1,0
522.3,4.9,7,6.0,1,0
3068.2,2.6,11,28.3,1,0
2519.3,3.4,13,1.4,1,0
188.8,7.3,10,20.3,1,0
956.1,7.2,13,1.0,1,0
412.0,4.6,14,6.8,1,0
2853.7,4.9,10,23.5,1,0
3869.9,6.6,13,8.0,1,0
840.8,6.1,13,18.1,1,0
610.3,2.3,12,24.0,1,0
4817.0,6.5,6,23.4,1,0
3087.3,7.2,6,24.7,1,0
305.7,2.6,15,3.5,1,0
1106.4,4.2,16,8.8,1,0
2263.4,5.0,16,26.1,1,0
856.0,4.2,18,4.1,1,0
4258.1,4.6,11,23.1,1,0
132.3,7.0,12,10.2,1,0
2574.6,2.5,10,21.5,1,0
2133.5,5.8,8,4.5,1,0
3792.2,4.5,8,4.1,1,0
2201.2,7.5,19,13.8,1,0
4276.7,6.8,10,28.3,1,0
2268.6,6.6,16,24.2,1,0
4723.8,2.5,10,12.0,1,0
3884.6,4.6,11,22.8,1,0
3334.9,5.8,19,17.2,1,0
4890.9,7.9,17,19.8,1,0
2646.9,3.8,11,26.6,1,0
3533.9,7.2,16,22.3,1,0
4555.2,2.0,9,27.0,1,0
3091.0,2.9,11,13.4,1,0
1105.2,5.3,17,18.5,1,0
2266.5,4.1,17,23.4,1,0
2082.1,3.2,9,2.5,1,0
2733.4,4.3,16,22.2,1,0
717.4,8.0,9,6.4,1,0
2607.2,3.9,10,22.7,1,0
884.1,2.2,17,16.2,1,0
1367.6,7.0,9,21.8,1,0
4936.1,2.7,5,25.2,1,0
1372.8,5.0,6,1.4,1,0
3289.7,2.7,9,17.2,1,0
125.5,4.0,8,24.2,1,0
4946.1,5.4,19,28.1,1,0
3361.1,7.1,8,10.5,1,0
1494.2,6.7,16,17.2,1,0
785.9,4.3,16,7.4,1,0
1706.5,5.5,18,23.4,1,0
2326.1,2.9,11,24.9,1,0
501.5,2.4,19,3.9,1,0
1152.4,2.5,15,15.8,1,0
2982.4,5.1,11,26.2,1,0
2963.1,5.8,12,20.7,1,0
4744.3,6.4,11,24.7,1,0
807.3,2.8,16,13.7,1,0
4843.4,5.1,13,3.5,1,0
1141.9,4.8,16,4.7,1,0
2839.2,7.5,6,18.0,1,0
2102.2,2.7,14,8.7,1,0
2661.6,2.7,9,29.7,1,0
1586.0,4.9,17,4.3,1,0
3940.6,4.5,19,26.8,1,0
4456.4,3.3,18,22.2,1,0
110.2,5.3,6,26.1,1,0
2146.1,5.4,14,13.6,1,0
1755.3,4.3,18,21.6,1,0
3068.0,6.6,13,19.1,1,0
3832.2,6.0,7,26.0,1,0
1693.6,6.8,15,18.7,1,0
1997.5,7.4,10,16.2,1,0
4794.6,7.3,16,8.3,1,0
533.8,3.0,5,17.2,1,0
4001.2,6.2,13,19.4,1,0
3255.2,2.5,14,16.3,1,0
3812.3,7.7,13,5.7,1,0
2431.6,7.4,6,19.7,1,0
2706.1,7.8,9,23.6,1,0
1301.9,6.2,19,17.4,1,0
514.8,5.2,10,12.1,1,0
320.4,7.2,5,10.2,1,0
984.5,2.1,13,9.5,1,0
1360.2,2.7,6,16.3,1,0
1498.2,3.1,17,2.7,1,0
1603.3,4.4,7,1.8,1,0
4809.5,3.1,16,1.8,1,0
2010.7,3.9,11,26.8,1,0
1363.9,7.6,19,3.6,1,0
1092.5,6.5,14,7.1,1,0
2592.2,5.0,6,8.1,1,0
1659.8,5.3,6,14.5,1,0
2096.7,3.4,19,0.6,1,0
2815.0,5.5,6,7.4,1,0
2818.1,6.7,9,17.0,1,0
2285.3,7.1,13,6.1,1,0
4842.8,4.2,7,23.5,1,0
2733.9,4.5,19,16.7,1,0
304.8,6.9,18,18.6,1,0
3300.0,3.0,5,28.0,1,0
2462.7,5.6,18,20.4,1,0
4996.3,7.1,8,17.6,1,0
2600.6,2.3,16,16.0,1,0
442.7,2.5,16,3.7,1,0
784.3,5.3,9,26.3,1,0
1133.2,5.0,17,9.5,1,0
3442.3,4.1,9,29.4,1,0
3568.0,3.6,15,29.5,1,0
1774.0,4.8,14,9.9,1,0
4578.7,2.8,19,0.1,1,0
2435.0,7.4,15,5.2,1,0
2823.4,6.2,12,22.9,1,0
2736.8,6.7,15,19.5,1,0
2739.4,7.4,18,20.1,1,0
3394.0,4.1,18,11.3,1,0
3046.4,4.3,18,23.0,1,0
3515.4,2.1,12,11.1,1,0
1045.7,2.1,16,0.6,1,0
1477.6,7.5,10,5.7,1,0
4099.8,5.8,17,21.5,1,0
1247.9,5.0,10,1.1,1,0
2514.9,6.2,14,6.3,1,0
1060.8,6.9,11,3.3,1,0
1459.0,5.0,7,16.6,1,0
3333.2,5.4,15,18.1,1,0
960.1,5.5,16,2.0,1,0
1372.2,5.4,8,26.4,1,0
3671.6,3.6,18,20.3,1,0
4960.6,6.2,13,18.4,1,0
3435.3,7.3,5,28.1,1,0
3240.7,7.7,5,25.6,1,0
1682.7,7.1,11,8.2,1,0
3432.9,4.8,10,15.5,1,0
313.0,6.3,5,8.3,1,0
2158.3,4.7,5,11.8,1,0
1740.1,7.3,17,0.8,1,0
3713.5,7.9,11,28.7,1,0
4593.3,3.2,10,9.3,1,0
3167.4,2.6,12,13.0,1,0
217.7,6.8,19,10.0,1,0
1327.0,2.6,8,28.8,1,0
4179.3,6.9,13,23.8,1,0
4723.4,6.7,14,13.2,1,0
568.8,4.7,6,2.6,1,0
397.4,2.2,10,26.7,1,0
3497.5,6.7,5,27.6,1,0
2265.4,3.8,15,13.0,1,0
599.0,2.3,5,8.8,1,0
1969.1,2.6,17,12.3,1,0
4336.5,6.7,14,0.3,1,0
1981.2,6.8,19,18.6,1,0
596.3,5.9,15,23.5,1,0
2325.0,4.0,8,3.2,1,0
160.2,6.3,14,23.7,1,0
1048.7,5.4,15,15.3,1,0
1841.4,4.9,14,13.3,1,0
1291.4,6.8,5,3.8,1,0
2964.2,5.1,15,22.6,1,0
1624.8,7.3,17,4.4,1,0
2400.7,5.6,9,11.1,1,0
139.6,5.5,15,4.3,1,0
1263.2,6.9,13,25.8,1,0
2168.1,3.2,8,19.2,1,0
1086.2,2.4,8,20.0,1,0
3504.4,7.9,14,20.8,1,0
4274.8,5.4,10,18.5,1,0
2151.6,3.0,12,26.3,1,0
4561.7,5.0,19,0.1,1,0
1192.8,3.4,14,6.4,1,0
2455.7,6.6,18,9.9,1,0
3726.4,3.2,7,24.8,1,0
133.0,2.1,10,0.9,1,0
664.4,3.7,8,18.9,1,0
4572.3,4.2,5,6.0,1,0
1492.1,3.3,9,21.6,1,0
1765.1,5.3,7,5.9,1,0
962.8,3.6,6,0.6,1,0
3419.5,4.3,17,26.6,1,0
1758.1,3.3,12,7.2,1,0
4066.5,6.0,13,29.3,1,0
4988.7,7.3,19,21.3,1,0
680.6,7.3,7,23.8,1,0
1039.2,4.3,10,9.5,1,0
2204.7,5.8,19,1.4,1,0
3118.5,3.1,13,8.8,1,0
828.0,3.5,15,23.9,1,0
4377.0,7.1,14,26.6,1,0
1125.3,2.5,12,23.7,1,0
3112.9,3.0,11,22.5,1,0
3260.9,5.1,12,15.6,1,0
977.1,6.3,13,20.8,1,0
3606.7,5.0,9,17.4,1,0
3226.7,6.7,15,1.1,1,0
1175.7,3.2,18,7.0,1,0
1171.1,4.6,11,17.1,1,0
4683.9,4.2,13,2.5,1,0
3783.0,3.8,13,10.5,1,0
2961.4,4.8,14,10.1,1,0
2310.6,4.6,10,24.1,1,0
1653.4,4.3,7,13.3,1,0
1401.6,2.5,19,2.5,1,0
4228.8,5.1,15,2.3,1,0
1454.5,3.4,6,2.1,1,0
287.6,3.2,8,20.3,1,0
1325.1,6.5,17,20.5,1,0
1444.9,6.2,7,30.0,1,0
3786.7,6.4,19,7.8,1,0
3873.4,3.7,10,23.5,1,0
2078.7,4.4,14,22.7,1,0
158.3,5.9,17,28.5,1,0
4340.8,3.4,16,22.5,1,0
2424.7,5.1,17,16.6,1,0
2396.8,6.9,10,23.8,1,0
1634.1,3.1,17,28.3,1,0
2146.7,4.6,18,16.8,1,0
1936.0,5.5,7,9.2,1,0
3715.2,5.0,15,25.0,1,0
1765.1,4.5,15,22.6,1,0
3837.9,6.1,9,9.8,1,0
213.9,6.7,19,4.2,1,0
4888.5,8.0,14,18.9,1,0
3054.7,5.6,18,11.7,1,0
1968.5,7.7,6,16.0,1,0
1022.9,2.7,14,28.9,1,0
3231.1,3.8,7,3.1,1,0
2809.2,2.2,16,18.1,1,0
231.5,3.2,19,28.9,1,0
1490.7,3.4,15,15.7,1,0
2327.9,4.2,5,5.2,1,0
4312.6,4.5,7,29.7,1,0
732.8,4.5,16,2.1,1,0
4780.0,7.2,7,26.1,1,0
1617.8,6.9,15,14.2,1,0
3058.2,7.6,14,6.1,1,0
3612.2,4.8,8,0.2,1,0
799.2,2.4,11,18.1,1,0
1309.5,4.0,14,26.4,1,0
2355.0,5.5,16,2.7,1,0
3266.9,7.5,10,21.0,1,0
3587.1,3.8,14,24.7,1,0
4264.2,4.5,7,27.0,1,0
3692.9,4.7,19,19.8,1,0
3522.8,2.6,16,28.4,1,0
1274.5,7.2,9,26.5,1,0
2734.9,6.0,6,20.9,1,0
3639.8,3.3,12,12.3,1,0
3833.1,2.7,10,2.3,1,0
615.6,6.6,10,12.3,1,0
907.7,3.2,5,13.9,1,0
458.7,6.2,16,13.9,1,0
